date,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume,20-Day SMA,100-Day SMA,Volatility,Lag Gap
6/13/2014,GOOGL,6/13/2014,560.08,560.65,553.72,560.35,1353300,0,1,560.08,560.65,553.72,560.35,1353300,901.6773876,579.53925,6.93,7.78
6/12/2014,GOOGL,6/12/2014,567,567,557.15,559.5,1546500,0,1,567,567,557.15,559.5,1546500,903.1584402,579.50085,9.85,6.65
6/11/2014,GOOGL,6/11/2014,565.92,568.97,563.68,567.5,1129000,0,1,565.92,568.97,563.68,567.5,1129000,904.6351388,579.45815,5.29,6.42
6/10/2014,GOOGL,6/10/2014,568.78,572,566.13,568.3,1483800,0,1,568.78,572,566.13,568.3,1483800,906.0930048,579.45445,5.87,1.28
6/9/2014,GOOGL,6/9/2014,566.75,572,565.22,570.73,1529700,0,1,566.75,572,565.22,570.73,1529700,907.5340574,579.53475,6.78,-1.55
6/6/2014,GOOGL,6/6/2014,568.16,568.7999,559.58,566.03,1740200,0,1,568.16,568.7999,559.58,566.03,1740200,908.9158756,579.65755,9.2199,-2.57
6/5/2014,GOOGL,6/5/2014,557.11,565,555.05,564.93,1793400,0,1,557.11,565,555.05,564.93,1793400,910.2486699,579.72845,9.95,-8.92
6/4/2014,GOOGL,6/4/2014,551.52,558.58,548.56,553.76,1729100,0,1,551.52,558.58,548.56,553.76,1729100,911.538622,579.87895,10.02,-13.41
6/3/2014,GOOGL,6/3/2014,560.9,562.4,552.5275,554.51,2031300,0,1,560.9,562.4,552.5275,554.51,2031300,912.7606794,579.92755,9.8725,7.14
6/2/2014,GOOGL,6/2/2014,569.75,570.41,556.7,564.34,1660500,0,1,569.75,570.41,556.7,564.34,1660500,914.0561818,579.93615,13.71,15.24
5/30/2014,GOOGL,5/30/2014,571.64,572.58,565.79,571.65,1871700,0,1,571.64,572.58,565.79,571.65,1871700,915.3138852,580.15265,6.79,7.3
5/29/2014,GOOGL,5/29/2014,573.39,573.48,568.4525,570.56,1411100,0,1,573.39,573.48,568.4525,570.56,1411100,916.5836459,580.48885,5.0275,1.74
5/28/2014,GOOGL,5/28/2014,574.57,577.66,569.952,570.45,1581600,0,1,574.57,577.66,569.952,570.45,1581600,917.9255598,580.87065,7.708,4.01
5/27/2014,GOOGL,5/27/2014,567.78,574.87,564.15,574.87,2185800,0,1,567.78,574.87,564.15,574.87,2185800,919.3498182,581.34545,10.72,-2.67
5/23/2014,GOOGL,5/23/2014,558.13,565,554.17,563.8,2672500,0,1,558.13,565,554.17,563.8,2672500,920.7824498,581.72495,10.83,-16.74
5/22/2014,GOOGL,5/22/2014,552.2,557.96,551,555.45,2149700,0,1,552.2,557.96,551,555.45,2149700,922.2313014,581.95565,6.96,-11.6
5/21/2014,GOOGL,5/21/2014,542.9,549.75,542.11,549.7,1564700,0,1,542.9,549.75,542.11,549.7,1564700,923.6687656,582.02325,7.64,-12.55
5/20/2014,GOOGL,5/20/2014,540,546.35,536.57,540.39,2425300,0,1,540,546.35,536.57,540.39,2425300,925.1280478,582.07275,9.78,-9.7
5/19/2014,GOOGL,5/19/2014,528.88,539.35,525.66,538.83,1976500,0,1,528.88,539.35,525.66,538.83,1976500,926.5935646,581.92475,13.69,-11.51
5/16/2014,GOOGL,5/16/2014,529.6,530.84,523.57,528.3,1907700,0,1,529.6,530.84,523.57,528.3,1907700,928.0641866,581.60495,7.27,-9.23
5/15/2014,GOOGL,5/15/2014,533.14,533.9999,525.31,529.12,1832900,0,1,533.14,533.9999,525.31,529.12,1832900,929.5448565,581.05055,8.6899,4.84
5/14/2014,GOOGL,5/14/2014,541.82,541.82,533.11,534.41,1280900,0,1,541.82,541.82,533.11,534.41,1280900,931.0843301,580.60075,8.71,12.7
5/13/2014,GOOGL,5/13/2014,539.58,543.99,537.9,541.54,2012000,0,1,539.58,543.99,537.9,541.54,2012000,932.6059091,580.06705,6.09,5.17
5/12/2014,GOOGL,5/12/2014,531.84,538.75,527.51,538.43,1948400,0,1,531.84,538.75,527.51,538.43,1948400,934.1471053,579.61995,11.24,-9.7
5/9/2014,GOOGL,5/9/2014,518.65,527.35,514.28,526.62,2261200,0,1,518.65,527.35,514.28,526.62,2261200,935.6874402,579.19545,13.07,-19.78
5/8/2014,GOOGL,5/8/2014,515.72,527.35,514.46,520.17,2452000,0,1,515.72,527.35,514.46,520.17,2452000,937.2406459,578.66535,12.89,-10.9
5/7/2014,GOOGL,5/7/2014,523.25,524.43,511.09,518,3074300,0,1,523.25,524.43,511.09,518,3074300,938.8274402,577.98295,13.34,3.08
5/6/2014,GOOGL,5/6/2014,533.41,534.548,522.2601,522.57,1835000,0,1,533.41,534.548,522.2601,522.57,1835000,940.5080144,577.28485,12.2879,15.41
5/5/2014,GOOGL,5/5/2014,530.24,535.72,527.58,535.33,1228400,0,1,530.24,535.72,527.58,535.33,1228400,942.192512,576.63155,8.14,7.67
5/2/2014,GOOGL,5/2/2014,541.44,542.4,533.27,533.87,1780800,0,1,541.44,542.4,533.27,533.87,1780800,943.8187321,576.13235,9.13,6.11
5/1/2014,GOOGL,5/1/2014,534.25,539.91,532.86,538.53,2004300,0,1,534.25,539.91,532.86,538.53,2004300,945.3311722,575.48685,7.05,0.38
4/30/2014,GOOGL,4/30/2014,535.12,536.34,529.09,534.88,2038500,0,1,535.12,536.34,529.09,534.88,2038500,946.8639952,574.96035,7.25,-3.41
4/29/2014,GOOGL,4/29/2014,523.89,537.76,523,536.33,2535200,0,1,523.89,537.76,523,536.33,2535200,948.3559569,574.33645,14.76,-10.99
4/28/2014,GOOGL,4/28/2014,525.8,525.9,511,522.98,3752800,0,1,525.8,525.9,511,522.98,3752800,949.8415072,573.64575,14.9,-10.53
4/25/2014,GOOGL,4/25/2014,532.26,533.86,522.5,523.1,2370000,0,1,532.26,533.86,522.5,523.1,2370000,951.3912679,572.90285,11.36,9.28
4/24/2014,GOOGL,4/24/2014,541.69,542.5,531,534.44,2067400,0,1,541.69,542.5,531,534.44,2067400,953.0537081,572.20095,11.5,18.59
4/23/2014,GOOGL,4/23/2014,543.67,544.8,528.1277,537.51,1955700,0,1,543.67,544.8,528.1277,537.51,1955700,954.7479665,571.65755,16.6723,9.23
4/22/2014,GOOGL,4/22/2014,536,547.995,536,545.5,2331100,0,1,536,547.995,536,545.5,2331100,956.5197847,571.21625,11.995,-1.51
4/21/2014,GOOGL,4/21/2014,544,544,534,539.37,2425100,0,1,544,544,534,539.37,2425100,958.2315933,570.82225,10,-1.5
4/17/2014,GOOGL,4/17/2014,556.32,557,539.4,543.34,5614700,0,1,556.32,557,539.4,543.34,5614700,960.0611627,570.30485,17.6,16.95
4/16/2014,GOOGL,4/16/2014,557.7,564,553.1,563.9,4582200,0,1,557.7,564,553.1,563.9,4582200,961.9244641,569.80405,10.9,14.36
4/15/2014,GOOGL,4/15/2014,551,552.89,530.64,548.7,3997800,0,1,551,552.89,530.64,548.7,3997800,963.7675167,569.52335,22.25,-12.9
4/14/2014,GOOGL,4/14/2014,543.66,553.02,540.52,545.2,2541200,0,1,543.66,553.02,540.52,545.2,2541200,965.6007703,568.99405,12.5,-5.04
4/11/2014,GOOGL,4/11/2014,537.94,547.59,533.4,537.76,3174700,0,1,537.94,547.59,533.4,537.76,3174700,967.4408182,568.46825,14.19,-7.26
4/10/2014,GOOGL,4/10/2014,568,568.21,545.5,546.69,3294500,0,1,568,568.21,545.5,546.69,3294500,969.3241675,567.91445,22.71,30.24
4/9/2014,GOOGL,4/9/2014,565.84,567.8,555.38,567.04,3031600,0,1,565.84,567.8,555.38,567.04,3031600,971.1701962,567.48615,12.42,19.15
4/8/2014,GOOGL,4/8/2014,545.05,559.88,544.7,557.51,3482500,0,1,545.05,559.88,544.7,557.51,3482500,973.0230191,567.27025,15.18,-21.99
4/7/2014,GOOGL,4/7/2014,544.79,549.85,530.53,540.63,3961600,0,1,544.79,549.85,530.53,540.63,3961600,974.8532584,567.02175,19.32,-12.72
4/4/2014,GOOGL,4/4/2014,578.55,579.7173,544.494,545.25,5363700,0,1,578.55,579.7173,544.494,545.25,5363700,976.5669426,566.62485,35.2233,37.92
4/3/2014,GOOGL,4/3/2014,573.39,588.3,566.01,571.5,4018300,567.9716685,1,573.39,588.3,566.01,571.5,4018300,978.2538325,566.24735,22.29,28.14
4/2/2014,GOOGL,4/2/2014,1141.9,1144.8,1124,1135.1,4168000,0,1,572.7179254,574.1724152,563.740212,569.3073974,4168000,979.8987129,566.08115,10.43220321,1.21792537
4/1/2014,GOOGL,4/1/2014,1120.27,1137.5,1118,1134.89,2181000,0,1,561.8694371,570.5111132,560.7309226,569.2020723,2181000,981.5877081,565.868524,9.780190511,-7.437960271
3/31/2014,GOOGL,3/31/2014,1130.4,1135,1112.85,1114.51,3880700,0,1,566.9501207,569.2572426,558.1479492,558.9805193,3880700,983.2338325,565.6351447,11.10929332,-2.251951559
3/28/2014,GOOGL,3/28/2014,1119,1133.19,1117.77,1120.15,4513200,0,1,561.2324709,568.3494403,560.6155665,561.8092513,4513200,984.9280431,565.3007499,7.733873727,2.251951559
3/27/2014,GOOGL,3/27/2014,1130.85,1131.94,1102.1,1114.28,7636700,0,1,567.1758174,567.722505,552.7563058,558.8651632,7636700,986.6053158,564.9647424,14.96619922,5.366566075
3/26/2014,GOOGL,3/26/2014,1162.01,1171.57,1131.5,1131.97,5154800,0,1,582.8040603,587.5988614,567.5018238,567.7375514,5154800,988.1926842,564.582294,20.09703763,23.93889708
3/25/2014,GOOGL,3/25/2014,1166,1169.84,1147,1158.72,4815500,0,1,584.8052377,586.731183,575.2758213,581.1539666,4815500,989.7825407,564.3326695,11.4553616,17.06768631
3/24/2014,GOOGL,3/24/2014,1184.19,1184.9,1145.95,1157.93,6068100,0,1,593.9284001,594.2844993,574.7491957,580.7577435,6068100,991.3874689,564.3071092,19.53530361,12.77443345
3/21/2014,GOOGL,3/21/2014,1206.31,1209.63,1182.45,1183.04,6410500,0,1,605.022647,606.6877871,593.0557062,593.3516196,6410500,993.0399569,564.2681867,13.63208093,24.26490343
3/20/2014,GOOGL,3/20/2014,1199.95,1209.61,1195.36,1197.16,3366000,0,1,601.8328002,606.6777561,599.5306938,600.4334806,3366000,994.7497177,564.3561028,7.147062297,8.481180592
3/19/2014,GOOGL,3/19/2014,1211.8,1211.99,1194.41,1199.25,3222500,0,1,607.7761467,607.8714409,599.054223,601.4817164,3222500,996.3608182,564.6392377,8.817217907,7.342666107
3/18/2014,GOOGL,3/18/2014,1194.67,1211.53,1193.06,1211.26,3626300,0,1,599.1846255,607.6407287,598.3771329,607.5053107,3626300,997.97589,564.8815548,9.263595833,-2.2970909
3/17/2014,GOOGL,3/17/2014,1179.25,1197.07,1178.11,1192.1,4319800,0,1,591.4507518,600.3883413,590.8789868,597.8956466,4319800,999.5540718,565.1772079,9.509354466,-16.05455889
3/14/2014,GOOGL,3/14/2014,1181.99,1190.87,1172.53,1172.8,4583200,0,1,592.824994,597.2787423,588.0803477,588.2157657,4583200,1001.17723,565.4380644,9.198394563,-5.070652619
3/13/2014,GOOGL,3/13/2014,1207.95,1210.5,1184.76,1189.06,4686500,0,1,605.8451861,607.124134,594.2142826,596.37094,4686500,1002.733641,565.575322,12.90985147,17.62942033
3/12/2014,GOOGL,3/12/2014,1196.4,1207.85,1184.19,1207.3,3924600,0,1,600.052304,605.7950312,593.9284001,605.5191797,3924600,1004.230148,565.8076314,11.86663115,3.681364018
3/11/2014,GOOGL,3/11/2014,1213.77,1214.32,1196.64,1199.99,3422500,0,1,608.7641968,609.0400483,600.1726756,601.8528621,3422500,1005.822062,566.0401232,8.86737273,3.245017057
3/10/2014,GOOGL,3/10/2014,1215.69,1217.64,1204.09,1211.57,2426700,0,1,609.7271694,610.7051884,603.9092099,607.6607906,2426700,1007.44455,566.3226519,6.795978535,7.874307232
3/7/2014,GOOGL,3/7/2014,1226.8,1226.99,1211.44,1214.79,3027100,0,1,615.2993702,615.3946644,607.5955894,609.275776,3027100,1008.972732,566.6037598,7.799074997,7.638579563
3/6/2014,GOOGL,3/6/2014,1222.28,1226.14,1218.6,1219.61,2533600,0,1,613.0323722,614.9683484,611.1866747,611.6932384,2533600,1010.351679,566.7421175,3.781673664,3.756596253
3/5/2014,GOOGL,3/5/2014,1215.05,1223.08,1211.41,1218.26,2468100,0,1,609.4061785,613.4336108,607.5805429,611.0161483,2468100,1009.031105,566.9195499,5.85306786,-2.287059935
3/4/2014,GOOGL,3/4/2014,1215,1216,1209.5,1214.91,2932400,0,1,609.3811011,609.8826493,606.6225858,609.3359617,2932400,1007.752349,567.0395114,3.260063504,-1.635047234
3/3/2014,GOOGL,3/3/2014,1206.75,1207.84,1192.14,1202.69,4205300,0,1,605.2433282,605.7900157,597.9157085,603.2070424,4205300,1006.588273,567.152071,7.874307232,-4.092633568
2/28/2014,GOOGL,2/28/2014,1220.34,1224.19,1206.22,1215.65,4622500,0,1,612.0593686,613.9903293,604.9775076,609.7071074,4622500,1005.395019,567.1540414,9.012821717,8.852326283
2/27/2014,GOOGL,2/27/2014,1218.39,1224.24,1217.01,1219.21,2517400,0,1,611.0813496,614.0154067,610.389213,611.4926191,2517400,1004.218129,567.1992125,3.626193713,1.374242154
2/26/2014,GOOGL,2/26/2014,1224,1228.88,1213.76,1220.17,3960400,0,1,613.8950352,616.3425905,608.7591813,611.9741054,3960400,1003.018608,567.2784387,7.583409258,2.402416028
2/25/2014,GOOGL,2/25/2014,1215.94,1224.5,1210.42,1220,2874500,0,1,609.8525564,614.1458093,607.0840102,611.8888422,2874500,1001.653057,567.4137798,7.061799097,-2.121549019
2/24/2014,GOOGL,2/24/2014,1205.36,1220.16,1205.1,1212.51,3345200,0,1,604.5461761,611.96909,604.4157736,608.132246,3345200,1000.336598,567.4815682,7.553316364,-7.342666107
2/21/2014,GOOGL,2/21/2014,1207.81,1209.87,1202.84,1203.79,3720800,0,1,605.7749693,606.8081587,603.2822746,603.7587454,3720800,998.9317177,567.7546906,3.525884066,-2.357276687
2/20/2014,GOOGL,2/20/2014,1203.14,1206.88,1200.22,1204.11,3398100,0,1,603.4327391,605.3085294,601.9682182,603.9192408,3398100,997.5432488,567.8860781,3.340311221,-0.32600635
2/19/2014,GOOGL,2/19/2014,1205.3,1209.22,1197.5,1202.34,4202900,0,1,604.5160832,606.4821523,600.604007,603.0315005,4202900,996.152244,567.9946705,5.878145271,0.596842395
2/18/2014,GOOGL,2/18/2014,1201.41,1212.87,1200,1210.88,4213500,0,1,602.5650606,608.3128033,601.8578776,607.3147224,4213500,994.7068852,568.0823855,6.454925737,-0.466439855
2/14/2014,GOOGL,2/14/2014,1195.61,1204.39,1192.8,1202.8,4369000,0,1,599.6560809,604.0596743,598.2467303,603.2622127,4369000,993.3277943,568.2890327,5.812944001,-7.658641493
2/13/2014,GOOGL,2/13/2014,1180.75,1199.9,1179.66,1199.9,3669100,0,1,592.2030742,601.8077228,591.6563866,601.8077228,3669100,992.0985598,568.5212549,10.1513362,-11.0591385
2/12/2014,GOOGL,2/12/2014,1189,1190,1181.38,1186.69,3445500,0,1,596.3408471,596.8423953,592.5190495,595.1822707,3445500,990.6537751,568.7057321,4.323345754,-5.466875722
2/11/2014,GOOGL,2/11/2014,1180.17,1191.87,1172.21,1190.18,4097400,0,1,591.9121762,597.7802905,587.9198523,596.932674,4097400,989.0759282,568.8735548,9.860438228,-3.270094468
2/10/2014,GOOGL,2/10/2014,1171.8,1182.4,1169.02,1172.93,3886500,0,1,587.7142175,593.0306287,586.3199134,588.280967,3886500,987.5459761,568.9352815,6.710715335,-9.218456492
2/7/2014,GOOGL,2/7/2014,1167.63,1177.9,1160.56,1177.44,5267100,0,1,585.6227614,590.7736617,582.0768154,590.5429495,5267100,985.9187512,568.8872912,8.696846331,-2.658205626
2/6/2014,GOOGL,2/6/2014,1151.13,1160.16,1147.55,1159.96,3889300,0,1,577.3472155,581.8761961,575.5516729,581.7758864,3889300,984.2864067,568.8849207,6.324523197,-13.19573397
2/5/2014,GOOGL,2/5/2014,1143.38,1150.77,1128.02,1143.2,4784200,0,1,573.4602168,577.1666582,565.7564359,573.3699381,4784200,982.5525311,568.7877796,11.41022226,-8.315669676
2/4/2014,GOOGL,2/4/2014,1137.99,1155,1137.01,1138.16,5618100,0,1,570.7568718,579.2882072,570.2653545,570.842135,5618100,980.8457847,568.6747789,9.022852682,-2.613066285
2/3/2014,GOOGL,2/3/2014,1179.2,1181.72,1132,1133.43,9129000,0,1,591.4256744,592.6895759,567.7525979,568.4698119,9129000,979.0793254,568.5263003,24.93697806,20.58353941
1/31/2014,GOOGL,1/31/2014,1171.35,1186.54,1151.13,1180.97,11121400,0,1,587.4885208,595.1070384,577.3472155,592.3134148,11121400,977.2942536,568.3632984,17.75982287,19.01870893
1/30/2014,GOOGL,1/30/2014,1145,1152.49,1127.25,1135.39,10172600,0,1,574.2727249,578.0293211,565.3702438,569.4528464,10172600,975.4032488,568.4271326,12.65907736,-18.04068988
1/29/2014,GOOGL,1/29/2014,1119.12,1121.75,1099.42,1106.92,4755000,0,1,561.2926567,562.6117285,551.4121565,555.1737682,4755000,973.5150191,568.396261,11.19957201,-8.160189724
1/28/2014,GOOGL,1/28/2014,1110.32,1125.75,1109.94,1123.01,4415900,0,1,556.8790322,564.6179214,556.6884439,563.2436793,4415900,971.5958325,568.2050987,7.929477538,1.705263987
1/27/2014,GOOGL,1/27/2014,1126.1,1126.5,1082.27,1101.23,8698400,0,1,564.7934633,564.9940826,542.8106043,552.3199588,8698400,969.5930574,568.1723355,22.18347827,1.549784035
1/24/2014,GOOGL,1/24/2014,1151.01,1153.54,1123,1123.83,7777200,0,1,577.2870298,578.5559468,563.2386638,563.6549488,7777200,967.662866,568.0456351,15.31728299,24.96707096
1/23/2014,GOOGL,1/23/2014,1160,1162.49,1154.37,1160.1,3894300,0,1,581.7959484,583.0448035,578.9722318,581.8461032,3894300,965.7952297,568.0755846,4.072571639,18.14099953
1/22/2014,GOOGL,1/22/2014,1166.61,1167.89,1158.86,1165.02,3139600,0,1,585.1111822,585.7531639,581.2241834,584.3137205,3139600,963.899488,568.3878956,4.528980529,3.265078986
1/21/2014,GOOGL,1/21/2014,1160.93,1164,1151.3,1163.7,3955800,0,1,582.2623882,583.8021413,577.4324787,583.6516768,3955800,961.9749617,568.7080328,6.369662538,-2.051332266
1/17/2014,GOOGL,1/17/2014,1156.85,1160.63,1144.2,1150.53,5397100,0,1,580.2160714,582.1119237,573.8714863,577.0462866,5397100,960.0084067,568.9410496,8.240437441,-3.435605385
1/16/2014,GOOGL,1/16/2014,1149.1,1157.93,1148,1156.22,3364400,0,1,576.3290726,580.7577435,575.7773696,579.900096,3364400,957.9180431,569.1165124,4.980373937,-0.717213971
1/15/2014,GOOGL,1/15/2014,1152.99,1155,1143.79,1148.62,3896400,0,1,578.2800953,579.2882072,573.6658515,576.0883295,3896400,955.921201,569.2405134,5.622355673,-1.620000787
1/14/2014,GOOGL,1/14/2014,1137.95,1151,1128.09,1149.4,4960200,0,1,570.7368099,577.2820143,565.7915443,576.4795371,4960200,954.0392871,569.3183967,11.49046998,-5.351519628
1/13/2014,GOOGL,1/13/2014,1126.47,1146.91,1117.17,1122.98,4832900,0,1,564.9790362,575.230682,560.3146376,563.2286328,4832900,952.0859378,569.3758921,14.9160444,-11.50050094
1/10/2014,GOOGL,1/10/2014,1139.08,1139.08,1122.25,1130.18,4282700,0,1,571.3035594,571.3035594,562.8625026,566.8397801,4282700,950.2539761,569.3478784,8.441056733,8.074926525
1/9/2014,GOOGL,1/9/2014,1143.44,1144.22,1125.56,1130.24,4164800,0,1,573.4903096,573.8815173,564.5226273,566.869873,4164800,948.4020622,569.3669762,9.358889997,6.650529548
1/8/2014,GOOGL,1/8/2014,1146,1147.32,1133.29,1141.23,4480500,0,1,574.7742731,575.4363168,568.3995951,572.3818881,4480500,946.6327799,569.4980749,7.036721686,7.904400126
1/7/2014,GOOGL,1/7/2014,1125,1139.69,1121.16,1138.86,5100000,0,1,564.2417603,571.6095038,562.3158151,571.1932187,5100000,944.8837368,569.6767938,9.293688727,-8.140127795
1/6/2014,GOOGL,1/6/2014,1113.01,1118.86,1106.44,1117.32,3535000,0,1,558.228197,561.1622541,554.9330251,560.3898698,3535000,943.1454115,569.745326,6.229229033,-12.96502178
1/3/2014,GOOGL,1/3/2014,1115,1116.93,1104.93,1105,3330000,0,1,559.2262779,560.194266,554.1756873,554.2107956,3330000,941.4689522,569.6327247,6.018578776,-1.163591897
1/2/2014,GOOGL,1/2/2014,1115.46,1117.75,1108.26,1113.12,3639100,0,1,559.4569901,560.6055356,555.8458429,558.2833673,3639100,939.6225407,569.4692327,4.759692715,5.2461945
12/31/2013,GOOGL,12/31/2013,1112.24,1121,1106.26,1120.71,2713000,0,1,557.8420048,562.2355673,554.8427464,562.0901183,2713000,938.0474785,569.3475663,7.39282093,-0.441362444
12/30/2013,GOOGL,12/30/2013,1120.34,1120.5,1109.02,1109.46,2469700,0,1,561.9045455,561.9847932,556.2270195,556.4477007,2469700,936.6413541,569.2197675,5.757773696,-0.185572846
12/27/2013,GOOGL,12/27/2013,1120,1120.28,1112.94,1118.4,3136200,0,1,561.7340191,561.8744526,558.1930886,560.9315419,3136200,935.1015455,569.1462445,3.681364018,5.286318358
12/26/2013,GOOGL,12/26/2013,1114.01,1119,1108.69,1117.46,2672900,0,1,558.7297452,561.2324709,556.0615086,560.4600866,2672900,933.632445,569.2010599,5.170962265,-2.201796736
12/24/2013,GOOGL,12/24/2013,1114.97,1115.24,1108.1,1111.84,1466900,0,1,559.2112315,559.3466495,555.7655952,557.6413855,1466900,932.0957464,569.3086608,3.581054372,-1.248855096
12/23/2013,GOOGL,12/23/2013,1107.84,1115.8,1105.12,1115.1,3439700,0,1,555.6351926,559.6275165,554.2709814,559.2764328,3439700,930.4322057,569.4811747,5.356535111,-2.006192925
12/20/2013,GOOGL,12/20/2013,1088.3,1101.17,1088,1100.62,6516600,0,1,545.8349402,552.2898659,545.6844757,552.0140144,6516600,928.731823,569.685639,6.605390207,-13.4414926
12/19/2013,GOOGL,12/19/2013,1080.77,1091.99,1079.08,1086.22,3328000,0,1,542.058282,547.6856531,541.2106655,544.7917198,3328000,927.0409617,569.9227791,6.474987667,-9.955732392
12/18/2013,GOOGL,12/18/2013,1071.85,1084.95,1059.04,1084.75,4416100,0,1,537.5844718,544.1547536,531.1596389,544.0544439,4416100,925.4176603,570.0794963,12.99511467,-7.207248084
12/17/2013,GOOGL,12/17/2013,1072.82,1080.76,1068.38,1069.86,3068300,0,1,538.0709735,542.0532665,535.8440994,536.5863908,3068300,923.7836316,570.1759408,6.209167104,-5.9834704
12/16/2013,GOOGL,12/16/2013,1064,1074.69,1062.01,1072.98,3200700,0,1,533.6473181,539.0088687,532.6492372,538.1512213,3200700,922.169756,570.1264047,6.359631573,-2.939072636
12/13/2013,GOOGL,12/13/2013,1075.4,1076.29,1057.88,1060.79,4320400,0,1,539.364968,539.8113459,530.577843,532.0373483,4320400,920.5352584,570.1236169,9.233502939,1.21374672
12/12/2013,GOOGL,12/12/2013,1079.57,1082.94,1069,1069.96,3189800,0,1,541.4564241,543.1466417,536.1550593,536.6365456,3189800,919.0583301,570.1777904,6.991582345,9.419075785
12/11/2013,GOOGL,12/11/2013,1087.4,1091.32,1075.17,1077.29,3420100,0,1,545.3835468,547.3496158,539.2496119,540.3128941,3420100,917.5815837,570.3424558,8.100003936,8.747001155
12/10/2013,GOOGL,12/10/2013,1076.15,1092.31,1075.65,1084.66,3704000,0,1,539.7411292,547.8461486,539.490355,544.0093046,3704000,916.1225885,570.5655848,8.355793534,-0.571764984
12/9/2013,GOOGL,12/9/2013,1070.99,1082.31,1068.02,1078.14,2962200,0,1,537.1531403,542.8306663,535.663542,540.7392101,2962200,914.6220144,570.7799778,7.167124226,-6.856164322
12/6/2013,GOOGL,12/6/2013,1069.79,1070,1060.08,1069.87,2854700,0,1,536.5512824,536.6566075,531.6812491,536.5914063,2854700,913.1672775,570.8340699,4.975358455,-4.187927732
12/5/2013,GOOGL,12/5/2013,1057.2,1059.66,1051.09,1057.34,2265100,0,1,530.2367902,531.4705988,527.1723305,530.3070069,2265100,911.7998134,570.861284,4.298268343,-6.354616091
12/4/2013,GOOGL,12/4/2013,1051.37,1063.98,1050,1058.18,2380800,0,1,527.312764,533.6372872,526.6256429,530.7283074,2380800,910.496445,570.779054,7.011644274,-2.994242941
12/3/2013,GOOGL,12/3/2013,1050.95,1063.44,1049.02,1053.26,3348800,0,1,527.1021137,533.3664511,526.1341256,528.2606901,3348800,909.1484067,570.7375371,7.232325496,-3.626193713
12/2/2013,GOOGL,12/2/2013,1063.51,1066.35,1050.76,1054.48,2743600,0,1,533.4015595,534.8259565,527.0068196,528.872579,2743600,907.7986172,570.656844,7.819136927,5.140869371
11/29/2013,GOOGL,11/29/2013,1062.16,1066.62,1059.45,1059.59,2383200,0,1,532.7244694,534.9613745,531.3652737,531.4354904,2383200,906.4208373,570.7157698,3.596100819,3.851890417
11/27/2013,GOOGL,11/27/2013,1062.03,1068,1060,1063.11,2244900,0,1,532.6592681,535.6535111,531.6411252,533.2009402,2244900,904.9270096,570.7991247,4.012385851,1.223777684
11/26/2013,GOOGL,11/26/2013,1048.6,1061.5,1042.94,1058.41,4568000,0,1,525.9234754,532.3934476,523.0847124,530.8436635,4568000,903.4138038,570.7867341,9.308735174,-7.277464837
11/25/2013,GOOGL,11/25/2013,1037.16,1053.19,1035.02,1045.93,3222700,0,1,520.1857636,528.2255818,519.1124504,524.5843416,3222700,901.9206938,570.7200708,9.113131363,-10.65789992
11/22/2013,GOOGL,11/22/2013,1033.42,1036.17,1029.22,1031.89,2505800,0,1,518.3099732,519.6892309,516.2034707,517.5426044,2505800,900.3658134,570.5109142,3.485760208,-6.274368374
11/21/2013,GOOGL,11/21/2013,1027,1038.31,1026,1034.07,2181400,0,1,515.0900336,520.7625441,514.5884854,518.6359796,2181400,898.8832775,570.2926402,6.174058728,-2.452570851
11/20/2013,GOOGL,11/20/2013,1029.95,1033.36,1020.36,1022.31,1925400,0,1,516.5696009,518.2798803,511.7597533,512.7377724,1925400,897.5124163,570.0456,6.520127007,-2.066378713
11/19/2013,GOOGL,11/19/2013,1031.72,1034.75,1023.05,1025.2,2260900,0,1,517.4573412,518.9770324,513.1089181,514.1872468,2260900,896.1285885,569.5339777,5.868114307,4.719568857
11/18/2013,GOOGL,11/18/2013,1035.75,1048.74,1029.24,1031.55,3515800,0,1,519.4785806,525.9936921,516.2135016,517.372078,3515800,894.8013158,569.1888502,9.780190511,5.291333841
11/15/2013,GOOGL,11/15/2013,1034.87,1038,1030.31,1033.56,2550000,0,1,519.0372182,520.6070641,516.7501582,518.38019,2550000,893.5279665,568.910571,3.856905899,1.665140128
11/14/2013,GOOGL,11/14/2013,1033.92,1039.75,1030.35,1035.23,2331000,0,1,518.5607473,521.4847735,516.7702202,519.2177755,2331000,892.2461483,568.7167729,4.714553375,0.180557363
11/13/2013,GOOGL,11/13/2013,1006.75,1032.85,1006.5,1032.47,3155600,0,1,504.9336819,518.0240907,504.8082948,517.8335024,3155600,890.8961962,568.4420506,13.2157959,-14.28409363
11/12/2013,GOOGL,11/12/2013,1007.7,1017.56,1005,1011.78,2433700,0,1,505.4101527,510.3554183,504.0559725,507.4564695,2433700,889.4874402,567.9499857,6.299445786,-12.42334969
11/11/2013,GOOGL,11/11/2013,1009.51,1015.93,1008,1010.59,2222900,0,1,506.317955,509.5378947,505.5606172,506.8596271,2222900,888.0330861,567.4494504,3.977277475,-1.138514485
