date,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume,20-Day SMA,100-Day SMA,Volatility,Lag Gap
1/18/2018,GOOGL,1/18/2018,1139.35,1140.59,1124.46,1135.97,1333633,0,1,1139.35,1140.59,1124.46,1135.97,1333633,999.4610407,1135.97,16.13,-4.15
1/17/2018,GOOGL,1/17/2018,1136.36,1139.32,1123.49,1139.1,1353097,0,1,1136.36,1139.32,1123.49,1139.1,1353097,998.4200359,1139.1,15.83,0.39
1/16/2018,GOOGL,1/16/2018,1140.31,1148.88,1126.66,1130.7,1783881,0,1,1140.31,1148.88,1126.66,1130.7,1783881,997.3963038,1130.7,22.22,1.21
1/12/2018,GOOGL,1/12/2018,1110.1,1131.3,1108.01,1130.65,1914460,0,1,1110.1,1131.3,1108.01,1130.65,1914460,996.3766866,1130.65,23.29,-20.6
1/11/2018,GOOGL,1/11/2018,1112.31,1114.85,1106.48,1111.88,1102461,0,1,1112.31,1114.85,1106.48,1111.88,1102461,995.4027632,1111.88,8.37,-18.34
1/10/2018,GOOGL,1/10/2018,1107,1112.78,1103.98,1110.14,1027781,0,1,1107,1112.78,1103.98,1110.14,1027781,994.6185526,1110.14,8.8,-4.88
1/9/2018,GOOGL,1/9/2018,1118.44,1118.44,1108.2,1112.79,1335995,0,1,1118.44,1118.44,1108.2,1112.79,1335995,993.5979306,1112.79,10.24,8.3
1/8/2018,GOOGL,1/8/2018,1111,1119.16,1110,1114.21,1148958,0,1,1111,1119.16,1110,1114.21,1148958,992.4527871,1114.21,9.16,-1.79
1/5/2018,GOOGL,1/5/2018,1103.45,1113.58,1101.8,1110.29,1493389,0,1,1103.45,1113.58,1101.8,1110.29,1493389,991.4008732,1110.29,11.78,-10.76
1/4/2018,GOOGL,1/4/2018,1097.09,1104.08,1094.26,1095.76,1289293,0,1,1097.09,1104.08,1094.26,1095.76,1289293,990.1251316,1095.76,9.82,-13.2
1/3/2018,GOOGL,1/3/2018,1073.93,1096.1,1073.43,1091.52,1550593,0,1,1073.93,1096.1,1073.43,1091.52,1550593,988.5708732,1091.52,22.67,-21.83
1/2/2018,GOOGL,1/2/2018,1053.02,1075.98,1053.02,1073.21,1555809,0,1,1053.02,1075.98,1053.02,1073.21,1555809,986.9707775,1073.21,22.96,-38.5
12/29/2017,GOOGL,12/29/2017,1055.49,1058.05,1052.7,1053.4,1156357,0,1,1055.49,1058.05,1052.7,1053.4,1156357,985.4019258,1053.4,5.35,-17.72
12/28/2017,GOOGL,12/28/2017,1062.25,1064.84,1053.38,1055.95,982285,0,1,1062.25,1064.84,1053.38,1055.95,982285,983.7913517,1055.95,11.46,8.85
12/27/2017,GOOGL,12/27/2017,1066.6,1068.27,1058.38,1060.2,1027634,0,1,1066.6,1068.27,1058.38,1060.2,1027634,982.1313995,1060.2,9.89,10.65
12/26/2017,GOOGL,12/26/2017,1068.64,1068.86,1058.64,1065.85,914574,0,1,1068.64,1068.86,1058.64,1065.85,914574,980.4872368,1065.85,10.22,8.44
12/22/2017,GOOGL,12/22/2017,1070,1071.72,1067.64,1068.86,860800,0,1,1070,1071.72,1067.64,1068.86,860800,978.8788636,1068.86,4.08,4.15
12/21/2017,GOOGL,12/21/2017,1075.39,1077.52,1069,1070.85,1211012,0,1,1075.39,1077.52,1069,1070.85,1211012,977.2687201,1070.85,8.52,6.53
12/20/2017,GOOGL,12/20/2017,1080.92,1081.23,1068.6,1073.56,1429035,0,1,1080.92,1081.23,1068.6,1073.56,1429035,975.7646053,1073.56,12.63,10.07
12/19/2017,GOOGL,12/19/2017,1083.02,1084.97,1072.27,1079.78,1287930,0,1,1083.02,1084.97,1072.27,1079.78,1287930,974.3609689,1079.78,12.7,9.46
12/18/2017,GOOGL,12/18/2017,1076.45,1086.49,1070.37,1085.09,1482768,0,1,1076.45,1086.49,1070.37,1085.09,1482768,973.0783852,1085.09,16.12,-3.33
12/15/2017,GOOGL,12/15/2017,1063.78,1075.25,1060.09,1072,3080738,0,1,1063.78,1075.25,1060.09,1072,3080738,971.8021651,1072,15.16,-21.31
12/14/2017,GOOGL,12/14/2017,1055.49,1067.08,1053.6,1057.47,1531504,0,1,1055.49,1067.08,1053.6,1057.47,1531504,970.5547967,1057.47,13.48,-16.51
12/13/2017,GOOGL,12/13/2017,1052.08,1055.48,1046.58,1051.39,1369580,0,1,1052.08,1055.48,1046.58,1051.39,1369580,969.2999641,1051.39,8.9,-5.39
12/12/2017,GOOGL,12/12/2017,1050,1062.5,1044.87,1048.77,1684977,0,1,1050,1062.5,1044.87,1048.77,1684977,968.1230742,1048.77,17.63,-1.39
12/11/2017,GOOGL,12/11/2017,1051.11,1056,1044.12,1051.97,1096997,0,1,1051.11,1056,1044.12,1051.97,1096997,966.9481459,1051.97,11.88,2.34
12/8/2017,GOOGL,12/8/2017,1051.81,1056.42,1045.86,1049.38,1479665,0,1,1051.81,1056.42,1045.86,1049.38,1479665,965.7453469,1049.38,10.56,-0.16
12/7/2017,GOOGL,12/7/2017,1036.07,1048.92,1035.36,1044.57,1437448,0,1,1036.07,1048.92,1035.36,1044.57,1437448,964.5186962,1044.57,13.56,-13.31
12/6/2017,GOOGL,12/6/2017,1016.52,1039.58,1015.31,1032.72,1369276,0,1,1016.52,1039.58,1015.31,1032.72,1369276,963.2907057,1032.72,24.27,-28.05
12/5/2017,GOOGL,12/5/2017,1010.99,1036.68,1002.32,1019.6,1927802,0,1,1010.99,1036.68,1002.32,1019.6,1927802,962.120323,1019.6,34.36,-21.73
12/4/2017,GOOGL,12/4/2017,1027.8,1031.34,1009.22,1011.87,1896325,0,1,1027.8,1031.34,1009.22,1011.87,1896325,960.9516627,1011.87,22.12,8.2
12/1/2017,GOOGL,12/1/2017,1030.41,1037.24,1016.9,1025.07,1850541,0,1,1030.41,1037.24,1016.9,1025.07,1850541,959.8792703,1025.07,20.34,18.54
11/30/2017,GOOGL,11/30/2017,1039.94,1044.14,1030.07,1036.17,2190379,0,1,1039.94,1044.14,1030.07,1036.17,2190379,958.9053469,1036.17,14.07,14.87
11/29/2017,GOOGL,11/29/2017,1056.18,1058.77,1029.65,1037.38,2737664,0,1,1056.18,1058.77,1029.65,1037.38,2737664,957.9522368,1037.38,29.12,20.01
11/28/2017,GOOGL,11/28/2017,1073.99,1080,1054.54,1063.29,1694098,0,1,1073.99,1080,1054.54,1063.29,1694098,956.9222368,1063.29,25.46,36.61
11/27/2017,GOOGL,11/27/2017,1058.57,1073.04,1054.77,1072.01,1708195,0,1,1058.57,1073.04,1054.77,1072.01,1708195,955.8878828,1072.01,18.27,-4.72
11/24/2017,GOOGL,11/24/2017,1054.39,1060.07,1051.92,1056.52,825342,0,1,1054.39,1060.07,1051.92,1056.52,825342,954.8302273,1056.52,8.15,-17.62
11/22/2017,GOOGL,11/22/2017,1051.16,1055.43,1047.25,1051.92,721498,0,1,1051.16,1055.43,1047.25,1051.92,721498,953.7783134,1051.92,8.18,-5.36
11/21/2017,GOOGL,11/21/2017,1040.04,1050.39,1039.14,1050.3,1075568,0,1,1040.04,1050.39,1039.14,1050.3,1075568,952.7151555,1050.3,11.25,-11.88
11/20/2017,GOOGL,11/20/2017,1036,1038.7,1032.68,1034.66,850423,0,1,1036,1038.7,1032.68,1034.66,850423,951.6122368,1034.66,6.02,-14.3
11/17/2017,GOOGL,11/17/2017,1049.8,1051,1033.73,1035.89,1286044,0,1,1049.8,1051,1033.73,1035.89,1286044,950.4708971,1035.89,17.27,15.14
11/16/2017,GOOGL,11/16/2017,1038.75,1051.76,1038,1048.47,1125995,0,1,1038.75,1051.76,1038,1048.47,1125995,949.3712321,1048.47,13.76,2.86
11/15/2017,GOOGL,11/15/2017,1035,1039.63,1030.76,1036.41,900695,0,1,1035,1039.63,1030.76,1036.41,900695,948.3178828,1036.41,8.87,-13.47
11/14/2017,GOOGL,11/14/2017,1037.72,1042.3,1029.33,1041.64,982782,0,1,1037.72,1042.3,1029.33,1041.64,982782,947.3065909,1041.64,12.97,1.31
11/13/2017,GOOGL,11/13/2017,1040.8,1048.74,1039.26,1041.2,914852,0,1,1040.8,1048.74,1039.26,1041.2,914852,946.3027153,1041.2,9.48,-0.84
11/10/2017,GOOGL,11/10/2017,1043.87,1046.63,1041.22,1044.15,955500,0,1,1043.87,1046.63,1041.22,1044.15,955500,945.2638636,1044.15,5.41,2.67
11/9/2017,GOOGL,11/9/2017,1048,1050.88,1035.85,1047.72,1776722,0,1,1048,1050.88,1035.85,1047.72,1776722,944.2144856,1047.72,15.03,3.85
11/7/2017,GOOGL,11/7/2017,1049.65,1053.41,1043,1052.39,1254965,0,1,1049.65,1053.41,1043,1052.39,1254965,943.1872608,1052.39,10.41,1.93
11/6/2017,GOOGL,11/6/2017,1049.1,1052.59,1042,1042.68,897897,0,1,1049.1,1052.59,1042,1042.68,897897,942.2136244,1042.68,10.59,-3.29
11/3/2017,GOOGL,11/3/2017,1042.75,1050.66,1037.65,1049.99,1370874,0,1,1042.75,1050.66,1037.65,1049.99,1370874,941.2663517,1049.99,13.01,0.07
11/2/2017,GOOGL,11/2/2017,1039.99,1045.52,1028.66,1042.97,1233333,0,1,1039.99,1045.52,1028.66,1042.97,1233333,940.3489354,1042.97,16.86,-10
